id,Project,Subject,Type,Parent,Status,Priority,Author,Assignee,Updated on,Category,Version,Created on,Story Points,Remaining hours,Description
605706,Android,Export link is not being sent when a paid seller shares it via 'Share on WhatsApp'.,Product Bug,,Closed,Medium,Shubham Panigrahi,Muskan 1,2025-08-05T08:37:14Z,LMS_Webview,Android-13.5.5_T1,2025-07-31T08:45:09Z,,,"### **Actual Behavior**

Export link is not being sent when a paid seller shares it via &#39;Share on WhatsApp&#39;

When user share export.indiamart link normal catalog link is being shared on whatsapp

### **Expected Behavior**

If the export.indiamart link shared on conversation of foreign user, same link should be shared on whatsapp via share on whatsapp.

### **Steps to reproduce:**

1.  login as paid seller
2.  open conversation of any foreign user
3.  now send catalog link from suggested templates
4.  export.indiamart link will be shared as catalog link message
5.  now click on share on whatsapp cta
6.  check the normal catalog link is being shared on whatsapp.

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605710,Android,update city pop-up is not being displayed according to the number of days changed according to the key,Product Bug,,Closed,Medium,Priyanka Chittimelli,Duddu Yuvaraju,2025-08-05T05:57:19Z,Buyer Dashboard,Android-13.5.5_T1,2025-07-31T08:58:55Z,,,"### **Actual Behavior**

update city pop-up is not being displayed according to the number of days changed according to the key

### **Expected Behavior**

Pop-up should be displayed according to the days changed.

### **Steps to reproduce:**

1.  Login as 1548499799
2.  navigate to buyer dashboard.
3.  observe that the pop-up should is not being displayed according to the days changed.

### **Test Environment**:

1.  **Device:** IQOO Z9 5g Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 15"
605711,IM-iOS Native,Photo Search: Open camera is not working for foreign user.,Product Bug,,Rejected,Medium,Anmol Goyal,Pratik Singh,2025-10-08T07:24:58Z,,,2025-07-31T09:05:07Z,,,"### **Actual Behavior**

Photo Search: Open camera is not working for foreign user.

Oops something went wrong error is coming.

### **Expected Behavior**

Oops something went wrong error should not come after opening camera

### **Steps to reproduce:**

1.  Go to IOS App
2.  Login with foreign account.
3.  Land on photo search 
4.  Click on Open Camera 
5.  Click picture 
6.  after uploading it error is coming

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Production
3.  **Operating System:** Iphone 11
4.  **Browser/Version:** 13.5.2

###   

### **User Type**

Foreign 

### **Bug Type**

Specify the bug types:  Functional/Logical

### **Bug Source**

Specify the bug sources: Launch"
605722,Android,"If the user switches from a Non-IM Insta seller to an IM Insta seller, the LMS listing of the previously logged-in user is shown",Product Bug,,Closed,Medium,Shubham Panigrahi,Muskan 1,2025-08-05T09:25:25Z,LMS_Webview,Android-13.5.5_T1,2025-07-31T09:18:25Z,,,"### **Actual Behavior**

If the user switches from a Non-IM Insta seller to an IM Insta seller, the LMS listing of the previously logged-in user is shown

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  login as paid seller- Non IM Insta seller
2.  open lms listing screen
3.  Now switch to IM insta seller account
4.  open lms listing screen
5.  Some listing screen of Non IM insta seller shown for IM Insta seller

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605737,Android,User is not redirected to the Subscription Plan page upon clicking Contact Now (when no BuyLead balance) or Get More Buyleads,Product Bug,,Closed,Medium,Sharan S,Braj Mohan,2025-08-21T05:36:44Z,BL_Webview,30Jul25_BLWebview,2025-07-31T09:47:22Z,,,"### **Actual Behavior**

User is **not redirected to the Subscription Plan page** upon clicking **“Contact Now” (when no BuyLead balance)** or **“Get More Buyleads**

### **Expected Behavior**

When the user has **0 BL balance** and clicks either of these CTAs, they should be redirected to the **Subscription Plan screen** to allow top-up or plan purchase.

### **Steps to reproduce:**

1.  Login with Seller 1126577560
2.  Navigate to BL page
3.  Click on BL balance
4.  Click on get more BL
5.  Click on Contact now  when BL balance is zero

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
605761,Android,Price filter takes time to get highlighted after being selected on the search page,Product Bug,,To Do,Low,Priyanka Chittimelli,Duddu Yuvaraju,2025-08-04T07:07:45Z,Search_webview,Android-13.5.5_T1,2025-07-31T10:34:30Z,,,"### **Actual Behavior**

Price filter takes time to get highlighted after being selected on the search page

### **Expected Behavior**

Price filter should get highlighted immediately after being selected on the search page

### **Steps to reproduce:**

1.  Login as buyer.
2.  Search for any products(ex: Yoga Chair)
3.  Observe the price filter should be highlighted instantly.

### **Test Environment**:

1.  **Device:** IQOO Z9 5g Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 15"
605785,IM-iOS Native,New message popup is not seen when user receives new messages.,Product Bug,,Closed,Medium,freeda fernandes,Prabhleen Kaur,2025-11-27T07:59:52Z,Seller dashboard,,2025-07-31T11:25:44Z,,,"### **Actual Behavior**

 When user receives new messages,new message popup is not seen in:

*   Buyer Dashboard
*   Seller Dashboard

### **Expected Behavior**

New message popup should be seen.

### **Steps to reproduce:**

1.  Login to App.
2.  Navigate to dashboard.
3.  Trigger messages from other account.
4.  New message popup is not seen

### **Test Environment**:

1.  **Device:** iPhone 12
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5"
605791,Android,export search page get disorted when  user search the product form pdp page  || foriegn users ,Product Bug,,Rejected,Medium,naveen althi,Prithvi Guha,2025-10-06T06:09:18Z,Search_webview,,2025-07-31T11:33:50Z,,,"### **Actual Behavior**

export search page get disorted when  user search the product form pdp page  || foriegn users 

PLease refer attached vdieo in ticket 

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/684259/content"">

### **Expected Behavior**

no ui distortion will display 

### **Steps to reproduce:**

1.  login with foriegn user 
2.  go to pdp and seraach any product

### **Test Environment**:

1.  **Device:Android**
2.  **Environment**: Production:
3.  **Operating System:** e.g. Centos 7 / Ubuntu 20.04/ Windows 10 Pro
4.  **Browser/Version:** 13.5.3

###"
605792,Android,Blank webview settings page with subscription plan banner is shown when we navigate to settings page,Product Bug,,Closed,High,Akhileswara Rao,Suraj Kumar,2025-09-16T09:41:47Z,Seller Common,Android-13.5.5_T1,2025-07-31T11:34:21Z,,,"### **Actual Behavior**

Blank webview settings page with subscription plan banner is shown when we navigate to settings page

### **Expected Behavior**

Blank webview settings page with subscription plan banner should not be shown when we navigate to settings page

### **Steps to reproduce:**

1.  login with 9390158763 
2.  click on settings on hamburger menu
3.  observe Blank webview settings page with subscription plan banner is shown when we navigate to settings page

### **Test Environment**:

1.  **Device:** iqoo z6
2.  **Environment**: Stage
3.  **Operating System:** android 14"
605810,Android,continous loader is displaying on search page ,Product Bug,,To Do,Low,naveen althi,Prithvi Guha,2025-10-06T06:35:26Z,Search_webview,,2025-07-31T11:53:31Z,,,"###   

### **Actual Behavior**

continous loader is displaying on search page

Plesae refer attached video

glid - 160516037

keywords :-steam drum ,Baggage carts

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/684276/content"">

### <img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/684329/content"">

###   

### **Expected Behavior**

no loader will display

### **Steps to reproduce:**

1.  login with android
2.  go to any pdp page 
3.  search the product above keyword from pdp page

### **Test Environment**:

1.  **Device:** Desktop/Mobile
2.  **Environment**: Stage/Production:
3.  **Operating System:** e.g. Centos 7 / Ubuntu 20.04/ Windows 10 Pro
4.  **Browser/Version:** 13.5.3

###"
605837,Android,Shimmering effect even after Banner is fully loaded,Product Bug,,To Do,Low,Amit Shrivastava1,Suraj Kumar,2025-10-30T11:09:35Z,My Profile,,2025-07-31T12:34:31Z,,,"### **Actual Behavior**

&#39;My Profile&#39; banner shows shimmering effect, and doesn&#39;t stop even after the Banner is loaded

### **Expected Behavior**

The Shimmering effect should stop once the Banner is fully loaded. 

### **Steps to reproduce:**

1.  Login via Phone number : 9915387334
2.  Click on Seller Tools on Dashboard
3.  Click on Hamburger menu &gt;&gt; Profile image
4.  My Profile banner opens 

### **Test Environment**:

1.  **Device:** Nothing Phone 2a
2.  **Environment**: Production:
3.  **Operating System:** Android
4.  App version : 13.5.5\_T131JUL25

###"
605849,Android,Header is being removed while landing on business directories page through app indexing.,Product Bug,,Closed,Medium,Priyanka Chittimelli,Duddu Yuvaraju,2025-08-05T05:16:42Z,Buyer Common,Android-13.5.5_T1,2025-07-31T13:03:12Z,,,"### **Actual Behavior**

Header is being removed while landing on business directories page through app indexing.

### **Expected Behavior**

Header should be visible while landing on business directories page through app indexing.

### **Steps to reproduce:**

1.  Login as buyer
2.  search in google for automobile parts indiamart
3.  Click on automobiles,parts &amp; spares link
4.  observe the header is not being shown.

### **Test Environment**:

1.  **Device:** IQOO Z9 5g Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 15"
605855,Android,"The ""internet"" spelling is wrong at no internet connection toast.",Product Bug,,Closed,Medium,madhur Kumar,Muskan 1,2025-08-05T09:45:59Z,LMS_Webview,Android-13.5.5_T1,2025-07-31T13:15:28Z,,,"### **Actual Behavior**

The &quot;internet&quot; spelling is wrong at no internet connection toast.

### **Expected Behavior**

The spelling should be right

### **Steps to reproduce:**

1.  Login as a paid seller.
2.  Now navigate to LMS listing in offline mode.
3.  Now open a conversation, observe the toast.

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 11

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/684333/content"">"
605856,Android,"For a ""new buyer"" account (account with no name) while hidding ""null"" is visible",Product Bug,,Closed,Medium,madhur Kumar,Muskan 1,2025-08-05T09:46:58Z,LMS_Webview,Android-13.5.5_T1,2025-07-31T13:20:07Z,,,"### **Actual Behavior**

For a &quot;new buyer&quot; account (account with no name) while hidding &quot;null&quot; is visible

### **Expected Behavior**

&quot;lead is hidden&quot; should be visible in case buyer name is not present

### **Steps to reproduce:**

1.  Login as a paid seller.
2.  Now navigate to LMS and search for an account with no name. (new buyer)
3.  Try hiding the lead.
4.  Observe the toast.

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 11"
605859,Android,"After sending the attachments, the attachment is not visible on conversation screen in real time. User has to refresh the page.",Product Bug,,Closed,High,madhur Kumar,Ayush Singh,2025-08-12T09:18:04Z,LMS_Webview,Android-13.5.5_T1,2025-07-31T13:23:35Z,,,"### **Actual Behavior**

After sending the attachments, the attachment is not visible on conversation screen in real time. User has to refresh the page.

### **Expected Behavior**

The attachment should be sent and should be visible in real time.

### **Steps to reproduce:**

1.  Login as a paid seller.
2.  now navigate to LMS and open any conversation.
3.  Now click and send 3-4 attachment (photo video)
4.  Now observe attachment is not visible in real time

### **Test Environment**:

1.  **Device:** Mobile Realme 3 pro
2.  **Environment**: Stage
3.  **Operating System:** Android 11"
605863,Android,Wait for buyer reply’ is shown above the outbound template when the user reopens the conversation after the outbound template is sent,Product Bug,,Closed,Medium,Shubham Panigrahi,Muskan 1,2025-10-15T11:39:38Z,LMS_Webview,Android-13.5.5_T1,2025-07-31T13:49:28Z,,,"### **Actual Behavior**

Wait for buyer reply’ is shown above the outbound template when the user reopens the conversation after the outbound template is sent

### **Expected Behavior**

Wait for buyer reply’ should be shown below the outbound template sent in conversation screen 

### **Steps to reproduce:**

1.  login as 1435463454
2.  open any conversation where there is no exchange of message 
3.  send outbound template
4.  navigate to listing and reopen same conversation 
5.  wait for buyer reply shown above the outbound template sent

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605864,Android,"In some conversations, the 'Want to Follow Up?' widget is not shown above the message template even though there is an exchange of messages from both ends for IM Insta sellers.",Product Bug,,Rejected,Medium,Shubham Panigrahi,Muskan 1,2025-08-01T10:05:06Z,LMS_Webview,Android-13.5.5_T1,2025-07-31T13:52:29Z,,,"### **Actual Behavior**

In some conversations, the &#39;Want to Follow Up?&#39; widget is not shown above the message template even though there is an exchange of messages from both ends for IM Insta sellers.

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/684343/content"">

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  login as 1435463454
2.  open conversation of buyer priyanka
3.  check there is exchange of message from both end still the want to follow up widget is not shown.

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605865,Android,468 is being saved in the rfq_source_id column of the dir_query_reply table instead of 469 when any message is sent after opening the conversation via email/SMS deeplinking.,Product Bug,,Closed,Medium,Shubham Panigrahi,Muskan 1,2025-08-05T11:41:04Z,LMS_Webview,Android-13.5.5_T1,2025-07-31T13:56:26Z,,,"### **Actual Behavior**

468 is being saved in the rfq\_source\_id column of the dir\_query\_reply table instead of 469 when any message is sent after opening the conversation via email/SMS deeplinking.

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/684346/content"">

### <img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/684347/content"">

### **Expected Behavior**

 469 rfq\_source\_id should be saved when any message is sent after opening the conversation via email/SMS deeplinking.

### **Steps to reproduce:**

1.  login as paid seller
2.  open conversation screen of any user via email/sms deeplinking
3.  send some messages
4.   check the messages in database.

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605866,Android,Photo is shown too small on the photo BuyLead enquiry card in the LMS conversation screen.,Product Bug,,Closed,Medium,Shubham Panigrahi,Muskan 1,2025-08-05T06:39:51Z,LMS_Webview,Android-13.5.5_T1,2025-07-31T14:04:15Z,,,"### **Actual Behavior**

Photo is shown too small on the photo BuyLead enquiry card in the LMS conversation screen.

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/684349/content"">

### **Expected Behavior**

Proper photo size similar to normal enquiry card should be shown on photo bl enquiry card.

### **Steps to reproduce:**

1.  login as 7349419 
2.  open conversation screen of any user which is connected through photo bl 
3.  open conversation of IP singh

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605877,Android,"When the user sends messages from the desktop LMS, the chat in the LMS webview is not updating in real-time",Product Bug,,Closed,Medium,Shubham Panigrahi,Muskan 1,2025-08-12T06:37:49Z,LMS_Webview,Android-13.5.5_T1,2025-08-01T01:37:56Z,,,"### **Actual Behavior**

When the user sends messages from the desktop LMS, the chat in the LMS webview is not updating in real-time

### **Expected Behavior**

If the same conversation open in both platform, any message sent or received should be updated on both platform

### **Steps to reproduce:**

1.  login as paid seller on both desktop lms and android lms
2.  now open same conversation on both platform
3.  send any message from desktop lms 
4.  check the messages are not updating in lms webview in real time
5.  send any message from lms webview 
6.  it is updating in desktop lms in real time.

### **Test Environment**:

1.  **Device:** Desktop/Mobile
2.  **Environment**: Stage/Production:
3.  **Operating System:** st, Security Testing, Pagespeed Testing, User Journey Testing"
605878,Android,"The user is unable to open .txt, .xlsx, and .ppt files in the LMS webview.",Product Bug,,Closed,Medium,Shubham Panigrahi,Anuj Vishwakarma,2025-12-17T05:38:30Z,LMS_Webview,Android-13.5.5_T1,2025-08-01T03:05:45Z,,,"### **Actual Behavior**

The user is unable to open .txt, .xlsx, and .ppt files in the LMS webview.

on clicking any of the file no icon shown in preview section to open file.

### **Expected Behavior**

user should be able to open all types of document in lms conversation screen

### **Steps to reproduce:**

1.  login as paid seller
2.  open conversation screen of any user where. txt, .xlsx, and .ppt files are received
3.  click on any file
4.  no preview option is shown along with tap to open cta.

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605879,Android,"The ""Save Contact"" icon in the context menu of the LMS conversation is not clickable.         ",Product Bug,,Closed,Medium,Shubham Panigrahi,Muskan 1,2025-08-05T12:13:43Z,LMS_Webview,Android-13.5.5_T1,2025-08-01T03:09:14Z,,,"### **Actual Behavior**

The &quot;Save Contact&quot; icon in the context menu of the LMS conversation is not clickable.

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  login as paid seller
2.  open any conversation
3.  click on context menu
4.  click on save contact icon
5.  it is not clickable

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605880,Android,"When the user opens the quotation screen, the selected products are not shown, even though products are available in the inline share product widget.",Product Bug,,Closed,Medium,Shubham Panigrahi,Muskan 1,2025-08-05T14:06:18Z,LMS_Webview,Android-13.5.5_T1,2025-08-01T03:14:00Z,,,"### **Actual Behavior**

When the user opens the quotation screen, the selected products are not shown, even though products are available in the inline share product widget.

### **Expected Behavior**

When the user opens the quotation screen, the selected products should shown if the products are available in the inline share product widget which are relavant to mcat of enquiry/bl/call enquiry.

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/684380/content"">

### **Steps to reproduce:**

1.  login as paid seller 
2.  open conversation screen of buyer -Hello
3.  click on send quotation
4.  no product is selected in quotation screen
5.  perform same steps in desktop lms 
6.  all the available product in inline product widget is shown selected.

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605881,Android,"When an IM Insta seller click on 'Ask for Review' suggestive template, the user is redirected to WhatsApp.",Product Bug,,Closed,Medium,Shubham Panigrahi,Muskan 1,2025-08-05T08:35:47Z,LMS_Webview,Android-13.5.5_T1,2025-08-01T03:54:27Z,,,"### **Actual Behavior**

**When an IM Insta seller click on &#39;Ask for Review&#39; suggestive template, the user is redirected to WhatsApp.**

### **Expected Behavior**

**When an IM Insta seller click on &#39;Ask for Review&#39; suggestive template, the user should not redirected to WhatsApp.**

### **Steps to reproduce:**

1.  login as IM Insta seller (Logged in GLID : 49320493)
2.  open conversation screen of any user where outbound template along with ask for review normal suggestive temaplate shown.
3.  click on ask for review suggestive template
4.  Message is sent  and user redirected to whatsapp
5.    
    

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605882,Android,"The user is unable to send the carousel template on WhatsApp from the Share Product screen, even though the buyer has WhatsApp",Product Bug,,Rejected,Medium,Shubham Panigrahi,Muskan 1,2025-08-01T12:01:07Z,LMS_Webview,Android-13.5.5_T1,2025-08-01T04:19:59Z,,,"### **Actual Behavior**

The user is unable to send the carousel template on WhatsApp from the Share Product screen, even though the buyer has WhatsApp

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  login as 10359580 or 49320493
2.  now open conversatin screen of any user where outbound template is shown
3.  Now open share product screen and select any random 5 product 
4.  send the product 
5.  product will be sent as carousel template
6.  Despite having whatsapp account caraousel template is not sent on whatsapp
7.  &quot;Buyer limit reached, retry tommorrow&quot; message shown below the template.

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System: android 15**

###"
605883,Android,"The user is unable to send the single product template as an outbound template from the Share Product screen, even though the buyer has WhatsApp.",Product Bug,,Bugs Treatment,Medium,Shubham Panigrahi,Muskan 1,2025-09-26T06:07:17Z,LMS_Webview,Android-13.5.5_T1,2025-08-01T04:24:18Z,,,"### **Actual Behavior**

The user is unable to send the single product template as an outbound template from the Share Product screen, even though the buyer has WhatsApp.

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  login as 10359580
2.  Open conversation screen of any user where outbound templates are shown as suggestive template
3.  click on shop icon
4.  click on any produc and send
5.  check the product is not shared on conversation screen

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 15"
605900,Android,Not getting feedback option when only paid seller login the app,Product Bug,,Closed,Medium,Manish Sharma1,Shreya Pandey,2025-08-11T05:17:02Z,logout,Android-13.5.5_T1,2025-08-01T05:28:33Z,,,"### **Actual Behavior**

Not getting feedback option when only a paid seller logs in to the app

### **Expected Behavior**

The option should show when the paid seller long-presses the app

### **Steps to reproduce:**

1.  Log in to the app with the paid seller (1435463454)
2.  Now go to the home screen and long-press the indiamart app
3.  Check options

### **Test Environment**:

1.  **Device:** Samsung s23
2.  **Environment**: Stage
3.  **Operating System:** Android 15

###"
605905,Android,"For the installed app, we are not getting the ""Report an issue"" option when we long-press the app",Product Bug,,Closed,Medium,Manish Sharma1,Shreya Pandey,2025-09-16T10:11:49Z,User Login,Android-13.5.5_T1,2025-08-01T05:36:27Z,,,"### **Actual Behavior**

For the installed app, we are not getting the &quot;Report an issue&quot; option when we long-press the app

### **Expected Behavior**

&quot;Report an issue &quot;should be displayed for the non-login case too.

### **Steps to reproduce:**

1.  Install the indiamart app.
2.  Now go to the home screen of the phone and long-press the app
3.  Check option

### **Test Environment:**

1.  **Device:** Samsung s23
2.  **Environment**: Stage
3.  **Operating System:** Android 15"
605906,Android,The message at conversation is not visible in real time when user send the message in offline mode and comes online.,Product Bug,,Reopen,Low,madhur Kumar,Ayush Singh,2025-10-08T13:34:08Z,LMS_Webview,Android-13.5.5_T1,2025-08-01T05:39:29Z,,,"### **Actual Behavior**

The message at conversation is not visible in real time when user send the message in offline mode and comes online. The message disappear in real time

### **Expected Behavior**

The message should be visible in real time just like in whatsapp

### **Steps to reproduce:**

1.  Login as a paid seller.,
2.  Now navigate to LMS 
3.  open any conversation
4.  turn off the internet
5.  Send any message
6.  now connect to the internet
7.  messages are being removed.

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 11"
605954,Android,Product Count Not Updating Correctly After Adding New Products,Product Bug,,Rejected,Medium,Gunashekara G,Mansi Gupta1,2025-10-08T09:52:08Z,Products_Webview,,2025-08-01T06:57:52Z,,,"### **Actual Behavior**

User added **3 unique products**, but the product count increased by only **2**.

**Before Addition:** 971

**After Addition:** 973

**Expected:** 974

GLID - 10359580

<img class=""op-uc-image op-uc-image_inline"" style=""width:239px;"" src=""https://lh7-rt.googleusercontent.com/docsz/AD_4nXdG75-urwKQcRQC1JlrJ7fOqY1E9yOAJF5bsbUY0oAgp6gwNukzL5ENqVxSPG0KRrJn9gmkwyZ_tiHeK3tyb00rImyitzNpJ-4HyoP-a8FP1K7ygka8j_Lq8CO0QfvvLtaWgvlqCQ?key=z_v978z3qgwTqd5pu-3jEg"">

### **Expected Behavior**

Adding 3 different products should increase the product count by **3**, not 2.

### **Steps to reproduce:**

1.  Login to CSD Merp app
2.  Click on Company Card
3.  Click on &#39;+&#39; icon next to Products in overview screen
4.  click on Add for recommended products 
5.  Check for the product count

### **Test Environment:**

1.  **Device:** Mobile
2.  **Environment**: Production
3.  **Operating System:** Android 11
4.  **Browser/Version:** CSD Merp(2025.06.27)

### **Bug Type**

Specify the bug types: Functional/Logical

### **Bug Source**

Specify the bug sources: Adhoc Testing"
605958,Android,Duplicate Products Displaying in Recommended Products Queue in CSD Merp App,Product Bug,,Rejected,High,Gunashekara G,Suraj Narayan,2025-08-05T05:29:24Z,BL_Webview,,2025-08-01T07:01:44Z,,,"### **Actual Behavior**

Same product is appearing **multiple times** in the **Recommended Products** queue for a company in the **CSD Merp App**.

**Example :**

GLID : 180421024 , 180881284, 238694093

Merp

<img class=""op-uc-image op-uc-image_inline"" style=""width:210px;"" src=""https://lh7-rt.googleusercontent.com/docsz/AD_4nXcbQ5P7FYS2dWo48cWM62gJU9xJpNKU4o9T-aKQlykJGt85EaxQvooParpgdLvvam-NnrDkCoOj8Ve_guif14w9w7bSqkyntvTgORWP6PnUyv44-ZeMX-vXBeFy9VZHx-zlwm_b4g?key=z_v978z3qgwTqd5pu-3jEg"">

Seller

<img class=""op-uc-image op-uc-image_inline"" style=""width:832px;"" src=""https://lh7-rt.googleusercontent.com/docsz/AD_4nXeVw6NrdZUxe3PGgDX9haAKlZK4KQXZ78EiPdYqi8nJCJa0RClsCb4pqY1IrJIahzr6Lgiq4bv7ogmbCbgj08EZovY0pveyoZmvVf_yUaLG8H4obxXLxdRPiyxJvVdmtRcKDMVBnw?key=z_v978z3qgwTqd5pu-3jEg"">

### **Expected Behavior**

Each recommended product should appear **only once** in the queue. **Duplicate entries must be avoided**.

### **Steps to reproduce:**

1.  Login to CSD Merp app
2.  Click on Company Card
3.  Click on &#39;+&#39; icon next to Products in overview screen
4.  click on Add or No for recommended products

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Production
3.  **Operating System:** Android 11
4.  **Browser/Version:** CSD Merp(2025.06.27)

### **Bug Type**

Specify the bug types: Functional/Logical

### **Bug Source**

Specify the bug sources: Adhoc Testing"
605960,Android,"Product Addition Confirmation Message Shown, But Product Count Not Increased and Product Still Reappears on Add Popup",Product Bug,,Rejected,Medium,Gunashekara G,Mansi Gupta1,2025-10-07T05:48:10Z,Products_Webview,,2025-08-01T07:04:17Z,,,"### **Actual Behavior**

After clicking the **‘+’ icon** to add a product, the **confirmation message** (&quot;Product added&quot;) is shown.

However, on the **Overview screen**, the **product count does not increase**.

Clicking the **‘+’ icon again** still shows the **same product**, indicating it wasn’t actually added.

GLID : 136971655

Seller

<img class=""op-uc-image op-uc-image_inline"" style=""width:723px;"" src=""https://lh7-rt.googleusercontent.com/docsz/AD_4nXem-aFUqMVrddn_nxlXXmgmZonEZdHlSpRaXJYdPzPYKgUd-7MdWBn2dxDOZ9-UBYAJNvQ9I5kxV3xnz-GQONTXdlSuvH7Xr9Z1bSK7ryIXjRF5gj57HAHH9IZe6bAvjOxlDbmR9A?key=z_v978z3qgwTqd5pu-3jEg"">

Merp

<img class=""op-uc-image op-uc-image_inline"" style=""width:217px;"" src=""https://project.intermesh.net/api/v3/attachments/678804/content"">

### **Expected Behavior**

After a product is added, the **product count** should increase on the Overview screen.

The **added product should not reappear** in the add popup .

### **Steps to reproduce:**

1.  Login to CSD Merp app
2.  Click on Company Card
3.  Click on &#39;+&#39; icon next to Products in overview screen
4.  click on Add for recommended products 
5.  Check for the product count

### **Test Environment:**

1.  **Device:** Mobile
2.  **Environment**: Production
3.  **Operating System:** Android 11
4.  **Browser/Version:** CSD Merp(2025.06.27)

### **Bug Type**

Specify the bug types: Functional/Logical

### **Bug Source**

Specify the bug sources: Adhoc Testing"
605961,Android,Mismatch in Recommended Products Count Between Seller and Merp App,Product Bug,,Rejected,Medium,Gunashekara G,Soumyajeet Sen,2025-08-06T12:27:29Z,BL_Webview,,2025-08-01T07:06:39Z,,,"### **Actual Behavior**

In the **Seller** platform, the **recommended products count is 4**.

In the **Merp app**, the **recommended products count is only 3** for the same company.

Example - 

GLID - 238694093

<img class=""op-uc-image op-uc-image_inline"" style=""width:892px;"" src=""https://project.intermesh.net/api/v3/attachments/679068/content"">

**Merp**

<img class=""op-uc-image op-uc-image_inline"" src=""https://project.intermesh.net/api/v3/attachments/679080/content"">

### **Expected Behavior**

The **recommended products count** should be **consistent and synchronized** between **Seller** and **Merp app** for the same company.

### **Steps to reproduce:**

1.  Login to CSD Merp app
2.  Click on Company Card
3.  Click on &#39;+&#39; icon next to Products in overview screen
4.  Check the count
5.  Compare with recommended products in seller

### **Test Environment:**

1.  **Device:** Mobile
2.  **Environment**: Production
3.  **Operating System:** Android 11
4.  **Browser/Version:** CSD Merp(2025.06.27)

### **Bug Type**

Specify the bug types: Functional/Logical

### **Bug Source**

Specify the bug sources: Adhoc Testing"
